event_id,date,competition,season,round,venue,opponent,player_id,player,position,shirt_number,starter,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,savedShotsFromInsideTheBox,penaltyFaced,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,goalsPrevented,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,totalCross,accurateCross,duelLost,dispossessed,totalContest,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,topSpeed,kilometersCovered,numberOfSprints,totalProgressiveBallCarriesDistance,progressiveBallCarriesCount,keyPass,metersCoveredRunningKm,metersCoveredHighSpeedRunningKm,metersCoveredSprintingKm,aerialLost,bigChanceMissed,shotOffTarget,onTargetScoringAttempt,fouls,expectedGoals,expectedGoalsOnTarget,shotValueNormalized,challengeLost,goals,bigChanceCreated,penaltyConceded,wonContest,errorLeadToAGoal,totalOffside,blockedScoringAttempt,errorLeadToAShot,clearanceOffLine,penaltyWon,goodHighClaim,hitWoodwork,metersCoveredWalkingKm,metersCoveredJoggingKm,lastManTackle,penaltyMiss,penaltySave,crossNotClaimed,ownGoals
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1100952,Andreas Schjelderup,M,21,False,13.0,11.0,,,0.0,2.0,3.0,9.0,10.0,1.0,2.0,,1.0,,,,,,,13.0,15.0,6.7,3.0,0.0343115,,,,,,"{'original': 6.7, 'alternative': 6.8}",0,,-0.09,0.26,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,1.0,,1.0,,27.828,2.67742,3.0,,,,0.55,0.26,0.06,,,,,,,,,,,,,,,,,,,,,,0.6,1.2,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1489159,Diogo Ferreira,G,50,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1146008,Diogo Prioste,M,86,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1103333,Franjo Ivanović,F,9,False,10.0,6.0,,,0.0,,2.0,6.0,8.0,,5.0,,3.0,,,,,,,13.0,23.0,6.7,9.0,0.0084371,,,,,,"{'original': 6.7, 'alternative': 7}",2,,-0.08,0.07,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,3.0,,6.0,,,1.0,1.0,2.0,,30.636,2.52781,3.0,,,,0.41,0.2,0.09,,,1.0,,,0.054,,-0.39,1.0,,,,4.0,,,1.0,,,,,,0.65,1.18,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1432417,Gonçalo Oliveira,D,64,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,998870,Henrique Araújo,F,39,False,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,,,,8.0,4.0,6.3,2.0,0.00016595,,,,,,"{'original': 6.3, 'alternative': 6.4}",0,,-0.25,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,1.0,1.0,,,,,,,,30.204,1.12696,3.0,,,,0.19,0.12,0.07,,,,,,,,,,,,,,,,,,,,,,0.24,0.5,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1158353,João Rêgo,F,84,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1215905,João Veloso,M,68,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,906800,Leandro Barreiro,M,18,False,9.0,8.0,1.0,1.0,0.0,4.0,5.0,4.0,4.0,1.0,5.0,,1.0,,,,,,,13.0,15.0,7.1,2.0,0.00166028,,,,,,"{'original': 7.1, 'alternative': 6.9}",0,,-0.01,0.14,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,2.0,1.0,1.0,2.0,28.548,2.82448,3.0,,,,0.69,0.28,0.07,,,,,,,,,,,,,,,,,,,,,,0.55,1.23,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,1142692,Rafael Obrador,M,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,983550,Samuel Soares,G,24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566581,2025-09-30,UEFA Champions League,UEFA Champions League 25/26,2.0,Away,Chelsea,983542,Tomás Araújo,D,44,False,17.0,16.0,1.0,1.0,0.0,9.0,9.0,7.0,8.0,1.0,2.0,3.0,1.0,,,,,,,17.0,22.0,7.1,1.0,0.00236762,,,,,,"{'original': 7.1, 'alternative': 6.8}",0,,0.04,0.03,0.27,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,1.0,,,,1.0,26.424,2.59157,1.0,,,,0.39,0.14,0.03,,,,,,,,,,,,,,,,,,,,,,0.8,1.24,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1102791,Amar Dedić,D,17,True,37.0,25.0,3.0,,0.0,12.0,18.0,13.0,19.0,1.0,3.0,6.0,2.0,,,,,,,90.0,60.0,6.5,20.0,0.037355,,,,,,"{'original': 6.5, 'alternative': 6.6}",0,,-0.04,0.29,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,5.0,1.0,5.0,,,,,2.0,,32.19,9.86,17.0,,,,1.08,0.57,0.31,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,966616,Anatoliy Trubin,G,1,True,29.0,13.0,20.0,4.0,0.0,11.0,13.0,2.0,16.0,,,,9.0,1.0,,2.0,,,,90.0,35.0,7.0,17.0,0.00111756,,,,,0.468,"{'original': 7, 'alternative': 7}",0,0.6098,0.03,-0.05,0.18,0.4,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1006069,António Silva,D,4,True,39.0,33.0,5.0,1.0,0.0,28.0,31.0,5.0,8.0,,2.0,5.0,3.0,,,,,,,90.0,51.0,7.4,6.0,0.00136059,,,,,,"{'original': 7.4, 'alternative': 7.3}",0,,0.08,0.0,0.95,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,1.0,,,1.0,2.0,1.0,1.0,,1.0,32.6,9.13,7.0,,,,0.88,0.42,0.15,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,823631,Dodi Lukebakio,M,11,True,23.0,20.0,,,0.0,6.0,6.0,14.0,17.0,,7.0,2.0,,,,,,,,80.0,42.0,7.0,10.0,0.0231156,,,,,,"{'original': 7, 'alternative': 7.3}",0,,-0.26,0.13,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3.0,,,,3.0,,1.0,1.0,1.0,4.0,3.0,34.76,7.19,11.0,,,1.0,0.74,0.35,0.21,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1087316,Enzo Barrenechea,M,5,True,71.0,64.0,12.0,9.0,0.0,35.0,38.0,29.0,33.0,2.0,6.0,3.0,6.0,,,,,,,90.0,83.0,7.6,8.0,0.0158948,,,,,,"{'original': 7.6, 'alternative': 7.4}",0,,0.05,0.11,0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,1.0,,,,2.0,3.0,2.0,1.0,1.0,28.9,10.89,10.0,,,,1.84,0.77,0.1,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,228364,Fredrik Aursnes,M,8,True,31.0,26.0,2.0,,0.0,16.0,18.0,10.0,13.0,1.0,2.0,1.0,3.0,,,,,,,90.0,40.0,6.6,7.0,0.00503311,,,,,,"{'original': 6.6, 'alternative': 6.7}",0,,-0.12,0.02,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,1.0,,,,,1.0,1.0,1.0,,33.38,11.09,13.0,,,,1.84,0.77,0.21,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1123925,Georgiy Sudakov,M,10,True,31.0,27.0,,,0.0,11.0,13.0,16.0,18.0,,10.0,,3.0,,,,,,,89.0,50.0,7.4,10.0,0.0319739,,,,,,"{'original': 7.4, 'alternative': 7.3}",1,,-0.08,0.01,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4.0,1.0,2.0,2.0,2.0,,,4.0,3.0,1.0,4.0,30.73,10.21,8.0,,,,1.82,0.44,0.09,,,,1.0,,0.048,0.3295,0.14,,,,,2.0,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,74915,Nicolás Otamendi,D,30,True,58.0,52.0,8.0,4.0,0.0,34.0,35.0,18.0,23.0,2.0,4.0,7.0,2.0,,,,,,,90.0,72.0,6.9,7.0,0.0055475,,,,,,"{'original': 6.9, 'alternative': 6.9}",0,,0.13,0.07,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,5.0,,,,2.0,2.0,1.0,1.0,,30.72,8.65,11.0,,,,0.9,0.5,0.1,2.0,,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1015292,Richard Ríos,M,20,True,27.0,24.0,2.0,1.0,0.0,13.0,14.0,11.0,13.0,,7.0,1.0,4.0,,,,,,,90.0,43.0,6.9,7.0,0.0187895,,,,,,"{'original': 6.9, 'alternative': 6.9}",1,,0.03,0.1,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,5.0,,4.0,,,2.0,2.0,3.0,2.0,30.56,10.04,15.0,,,,1.52,0.67,0.18,1.0,,1.0,,1.0,0.0415,,-0.03,2.0,,,,3.0,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,993101,Samuel Dahl,D,26,True,43.0,34.0,6.0,4.0,0.0,21.0,26.0,13.0,17.0,,4.0,3.0,7.0,,,,,,,89.0,67.0,6.9,13.0,0.00694344,,,,,,"{'original': 6.9, 'alternative': 7.4}",1,,0.04,0.04,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,3.0,,3.0,1.0,,2.0,,1.0,1.0,31.49,9.82,12.0,,,1.0,1.3,0.55,0.15,1.0,,1.0,,,0.0096,,-0.03,,,,,1.0,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,795236,Vangelis Pavlidis,F,14,True,22.0,12.0,1.0,,0.0,7.0,13.0,5.0,9.0,1.0,4.0,,2.0,,,,,,,90.0,32.0,6.1,13.0,0.00098779,,,,,,"{'original': 6.1, 'alternative': 6.6}",1,,0.07,0.14,0.3,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,10.0,1.0,1.0,,,2.0,1.0,,2.0,31.91,10.48,8.0,,,,1.54,0.55,0.1,6.0,,,,2.0,0.0223,,-0.12,,,,,,,,1.0,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1100952,Andreas Schjelderup,M,21,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1103333,Franjo Ivanović,F,9,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1432417,Gonçalo Oliveira,D,64,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,998870,Henrique Araújo,F,39,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1158181,Ivan Lima,F,90,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,1158353,João Rêgo,F,84,False,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,22.74,0.21,0.0,,,,0.03,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,906800,Leandro Barreiro,M,18,False,5.0,3.0,,,0.0,2.0,2.0,1.0,3.0,,1.0,,,,,,,,,10.0,8.0,6.6,3.0,0.00045579,,,,,,"{'original': 6.6, 'alternative': 6.6}",0,,-0.09,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,,,,,,,,,1.0,28.59,2.1,4.0,,,,0.44,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,983550,Samuel Soares,G,24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131931,2025-10-05,Liga Portugal Betclic,Liga Portugal 25/26,8.0,Away,FC Porto,983542,Tomás Araújo,D,44,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,0.00011638,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,26.3,0.55,1.0,,,,0.06,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1102791,Amar Dedić,D,17,True,62.0,57.0,4.0,3.0,0.0,27.0,29.0,30.0,33.0,1.0,1.0,,5.0,,,,,,,90.0,77.0,7.1,9.0,,,,,,,"{'original': 7.1, 'alternative': 6.7}",0,,0.25,0.24,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,5.0,1.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1006069,António Silva,D,4,True,69.0,67.0,7.0,5.0,0.0,47.0,48.0,20.0,21.0,2.0,2.0,8.0,2.0,,,,,,,90.0,81.0,7.5,2.0,,,,,,,"{'original': 7.5, 'alternative': 7.3}",0,,0.28,0.17,0.31,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,823631,Dodi Lukebakio,M,11,True,30.0,27.0,3.0,2.0,0.0,11.0,13.0,16.0,17.0,2.0,7.0,,2.0,,,,,,,76.0,46.0,6.6,9.0,,,,,,,"{'original': 6.6, 'alternative': 7}",2,,-0.28,-0.09,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2.0,,3.0,2.0,,,,1.0,1.0,2.0,4.0,,,,,,1.0,,,,,1.0,,2.0,1.0,,,0.04,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1087316,Enzo Barrenechea,M,5,True,91.0,81.0,10.0,5.0,0.0,36.0,39.0,45.0,52.0,1.0,6.0,1.0,3.0,,,,,,,90.0,102.0,7.1,11.0,,,,,,,"{'original': 7.1, 'alternative': 7}",2,,0.27,0.09,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,5.0,,,,,3.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,,2.0,4.0,,,-0.35,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,228364,Fredrik Aursnes,M,8,True,58.0,47.0,3.0,1.0,0.0,20.0,20.0,27.0,38.0,,2.0,,6.0,,,,,,,89.0,72.0,6.1,15.0,,,,,,,"{'original': 6.1, 'alternative': 7}",0,,-0.22,0.09,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,1.0,7.0,,3.0,,,,,1.0,2.0,,,,,,2.0,,,,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1123925,Georgiy Sudakov,M,10,True,55.0,49.0,4.0,4.0,1.0,9.0,10.0,40.0,45.0,1.0,4.0,,3.0,,,,,,,89.0,75.0,7.5,16.0,,,,,,,"{'original': 7.5, 'alternative': 7.5}",0,,0.51,0.28,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4.0,2.0,7.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,3.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1158353,João Rêgo,F,84,True,11.0,8.0,,,0.0,,,8.0,11.0,2.0,4.0,1.0,2.0,,,,,,,45.0,17.0,6.4,5.0,,,,,,,"{'original': 6.4, 'alternative': 6.6}",1,,-0.16,0.14,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,4.0,,,,,,,1.0,2.0,,,,,,,,,,2.0,,,,3.0,,,-0.13,,,,,,,,1.0,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,993101,Samuel Dahl,D,26,True,49.0,44.0,3.0,,0.0,23.0,23.0,21.0,26.0,,4.0,2.0,3.0,,,,,,,90.0,62.0,7.1,5.0,,,,,,,"{'original': 7.1, 'alternative': 7.4}",0,,-0.19,0.09,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,1.0,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,983550,Samuel Soares,G,24,True,19.0,13.0,11.0,5.0,0.0,12.0,13.0,1.0,6.0,2.0,2.0,1.0,3.0,2.0,,3.0,,,,90.0,29.0,7.5,6.0,,,,,,0.3516,"{'original': 7.5, 'alternative': 7.1}",0,,0.05,0.0,-0.05,0.33,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,983542,Tomás Araújo,D,44,True,83.0,79.0,11.0,9.0,0.0,47.0,48.0,32.0,35.0,1.0,2.0,4.0,3.0,,,,,,,90.0,90.0,8.1,4.0,,,,,,,"{'original': 8.1, 'alternative': 7.6}",0,,0.44,0.21,0.42,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,795236,Vangelis Pavlidis,F,14,True,20.0,14.0,1.0,1.0,0.0,6.0,6.0,8.0,14.0,2.0,4.0,,3.0,,,,,,,82.0,36.0,8.5,12.0,,,,,,,"{'original': 8.5, 'alternative': 8.6}",4,,-0.31,0.12,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,8.0,3.0,2.0,,,,,1.0,2.0,,,,,,,,,,3.0,,1.0,3.0,1.0,,,0.84,,2.0,,,1.0,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,966616,Anatoliy Trubin,G,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1100952,Andreas Schjelderup,M,21,False,16.0,11.0,,,0.0,4.0,5.0,7.0,11.0,,3.0,1.0,,,,,,,,45.0,28.0,6.4,7.0,,,,,,,"{'original': 6.4, 'alternative': 6.7}",0,,-0.18,0.05,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,,5.0,,2.0,,,,,,2.0,,,,,,1.0,,,,,,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1103333,Franjo Ivanović,F,9,False,1.0,1.0,,,0.0,,,1.0,1.0,,,,1.0,,,,,,,8.0,2.0,6.5,,,,,,,,"{'original': 6.5, 'alternative': 6.6}",1,,-0.02,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,1.0,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,998870,Henrique Araújo,F,39,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1158181,Ivan Lima,F,90,False,,,,,0.0,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1215905,João Veloso,M,68,False,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,906800,Leandro Barreiro,M,18,False,3.0,3.0,,,0.0,,,3.0,3.0,,1.0,,,,,,,,,14.0,4.0,6.7,,,,,,,,"{'original': 6.7, 'alternative': 6.7}",0,,0.04,0.04,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,1489200,Leandro Santos,D,71,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773643,2025-10-17,Taça de Portugal,Taca de Portugal 25/26,3.0,Away,Chaves,74915,Nicolás Otamendi,D,30,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566956,2025-10-21,UEFA Champions League,UEFA Champions League 25/26,3.0,Away,Newcastle United,1102791,Amar Dedić,D,17,True,18.0,14.0,1.0,,0.0,9.0,11.0,5.0,7.0,1.0,4.0,,1.0,,,,,,,63.0,32.0,6.2,8.0,0.00111443,,,,,,"{'original': 6.2, 'alternative': 6.3}",0,,-0.11,0.12,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,5.0,1.0,2.0,,,1.0,1.0,2.0,1.0,31.428,7.08885,11.0,,,,0.9,0.5,0.26,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,2.03,3.39,,,,,
